filepath,class,label,split
/data/JSM/06_2/PJNA_crop/PJNA_0135.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0180.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0181.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSE_crop/ARSE_0167.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0106.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSE_crop/ARSE_0111.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRDA_crop/PRDA_0109.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0211.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0001.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0212.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0234.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0049.jpg,PRPE_crop,4,train
/data/JSM/06_2/PJNA_crop/PJNA_0138.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0084.jpg,ARSS_crop,1,train
/data/JSM/06_2/PJNA_crop/PJNA_0170.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSE_crop/ARSE_0012.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSE_crop/ARSE_0182.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRPE_crop/PRPE_0010.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0072.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0094.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRDA_crop/PRDA_0181.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0072.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSE_crop/ARSE_0069.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0103.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRDA_crop/PRDA_0215.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0108.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSE_crop/ARSE_0174.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0172.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRDA_crop/PRDA_0142.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSE_crop/ARSE_0043.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSE_crop/ARSE_0195.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRDA_crop/PRDA_0036.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0177.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSE_crop/ARSE_0042.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0209.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0004.jpg,ARSS_crop,1,train
/data/JSM/06_2/PJNA_crop/PJNA_0166.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0076.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0205.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0117.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0129.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0055.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRDA_crop/PRDA_0025.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0027.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRDA_crop/PRDA_0074.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0214.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0206.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0170.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0225.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0043.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0188.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSS_crop/ARSS_0085.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRDA_crop/PRDA_0138.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSE_crop/ARSE_0148.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0024.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRPE_crop/PRPE_0013.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0112.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRDA_crop/PRDA_0164.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0061.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0104.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0169.jpg,ARSS_crop,1,train
/data/JSM/06_2/PJNA_crop/PJNA_0086.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRPE_crop/PRPE_0215.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0014.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRDA_crop/PRDA_0095.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSE_crop/ARSE_0165.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRPE_crop/PRPE_0000.jpg,PRPE_crop,4,train
/data/JSM/06_2/PJNA_crop/PJNA_0112.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0005.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRDA_crop/PRDA_0201.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSE_crop/ARSE_0031.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRPE_crop/PRPE_0004.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0167.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSS_crop/ARSS_0214.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSS_crop/ARSS_0150.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSS_crop/ARSS_0050.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRDA_crop/PRDA_0080.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSE_crop/ARSE_0028.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRDA_crop/PRDA_0211.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSS_crop/ARSS_0047.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0144.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0233.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0052.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSE_crop/ARSE_0061.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSS_crop/ARSS_0029.jpg,ARSS_crop,1,train
/data/JSM/06_2/PJNA_crop/PJNA_0073.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSE_crop/ARSE_0172.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRDA_crop/PRDA_0012.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0171.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSE_crop/ARSE_0079.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRPE_crop/PRPE_0077.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0073.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0113.jpg,PRPE_crop,4,train
/data/JSM/06_2/PJNA_crop/PJNA_0016.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0013.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRPE_crop/PRPE_0221.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0098.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0042.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0193.jpg,PRPE_crop,4,train
/data/JSM/06_2/PJNA_crop/PJNA_0025.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRPE_crop/PRPE_0018.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0202.jpg,PRPE_crop,4,train
/data/JSM/06_2/PJNA_crop/PJNA_0029.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRPE_crop/PRPE_0118.jpg,PRPE_crop,4,train
/data/JSM/06_2/PJNA_crop/PJNA_0014.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSE_crop/ARSE_0047.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSS_crop/ARSS_0195.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSE_crop/ARSE_0199.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRPE_crop/PRPE_0068.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0196.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSS_crop/ARSS_0041.jpg,ARSS_crop,1,train
/data/JSM/06_2/PJNA_crop/PJNA_0186.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0060.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRPE_crop/PRPE_0014.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0028.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0176.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0132.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSE_crop/ARSE_0175.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRDA_crop/PRDA_0222.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0126.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0167.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0224.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0223.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0101.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0053.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0188.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0049.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSE_crop/ARSE_0189.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0176.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRDA_crop/PRDA_0189.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSE_crop/ARSE_0040.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSE_crop/ARSE_0115.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSS_crop/ARSS_0044.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0161.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0090.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0132.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRDA_crop/PRDA_0078.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0072.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0021.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRDA_crop/PRDA_0107.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0122.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0100.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSS_crop/ARSS_0057.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSS_crop/ARSS_0025.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0024.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSE_crop/ARSE_0095.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0069.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0192.jpg,ARSS_crop,1,train
/data/JSM/06_2/PJNA_crop/PJNA_0215.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0201.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0154.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0040.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSE_crop/ARSE_0126.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRPE_crop/PRPE_0119.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0164.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0148.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSE_crop/ARSE_0141.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSE_crop/ARSE_0053.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSE_crop/ARSE_0203.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSS_crop/ARSS_0108.jpg,ARSS_crop,1,train
/data/JSM/06_2/PJNA_crop/PJNA_0213.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0220.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRDA_crop/PRDA_0223.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0002.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSE_crop/ARSE_0027.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSE_crop/ARSE_0034.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRDA_crop/PRDA_0051.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSE_crop/ARSE_0150.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0121.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRDA_crop/PRDA_0021.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0226.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0017.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0050.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0123.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0189.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSE_crop/ARSE_0009.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSE_crop/ARSE_0192.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRDA_crop/PRDA_0067.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0139.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0006.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRPE_crop/PRPE_0046.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0198.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0173.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0117.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRDA_crop/PRDA_0221.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0169.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSE_crop/ARSE_0119.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSS_crop/ARSS_0078.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0160.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0088.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSE_crop/ARSE_0166.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRDA_crop/PRDA_0104.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0123.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0083.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0060.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRDA_crop/PRDA_0068.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0012.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0150.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0154.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0209.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSE_crop/ARSE_0022.jpg,ARSE_crop,0,train
/data/JSM/06_2/PRDA_crop/PRDA_0008.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0103.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0129.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSE_crop/ARSE_0075.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSS_crop/ARSS_0136.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0141.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0013.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSS_crop/ARSS_0075.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0078.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0090.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSS_crop/ARSS_0208.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRDA_crop/PRDA_0170.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0051.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRDA_crop/PRDA_0148.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0124.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSS_crop/ARSS_0109.jpg,ARSS_crop,1,train
/data/JSM/06_2/PJNA_crop/PJNA_0125.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSE_crop/ARSE_0030.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0142.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0071.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSE_crop/ARSE_0029.jpg,ARSE_crop,0,train
/data/JSM/06_2/ARSS_crop/ARSS_0148.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSS_crop/ARSS_0134.jpg,ARSS_crop,1,train
/data/JSM/06_2/PJNA_crop/PJNA_0157.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRPE_crop/PRPE_0106.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSE_crop/ARSE_0114.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0119.jpg,PJNA_crop,2,train
/data/JSM/06_2/PJNA_crop/PJNA_0199.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSE_crop/ARSE_0136.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0054.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0073.jpg,ARSS_crop,1,train
/data/JSM/06_2/PJNA_crop/PJNA_0077.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRDA_crop/PRDA_0159.jpg,PRDA_crop,3,train
/data/JSM/06_2/PJNA_crop/PJNA_0042.jpg,PJNA_crop,2,train
/data/JSM/06_2/PRPE_crop/PRPE_0200.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0214.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0048.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0101.jpg,PRPE_crop,4,train
/data/JSM/06_2/ARSE_crop/ARSE_0073.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0031.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0170.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRPE_crop/PRPE_0107.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0063.jpg,PRDA_crop,3,train
/data/JSM/06_2/ARSS_crop/ARSS_0151.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSS_crop/ARSS_0020.jpg,ARSS_crop,1,train
/data/JSM/06_2/ARSE_crop/ARSE_0060.jpg,ARSE_crop,0,train
/data/JSM/06_2/PJNA_crop/PJNA_0158.jpg,PJNA_crop,2,train
/data/JSM/06_2/ARSS_crop/ARSS_0087.jpg,ARSS_crop,1,train
/data/JSM/06_2/PRDA_crop/PRDA_0197.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0022.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0035.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRPE_crop/PRPE_0075.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRPE_crop/PRPE_0225.jpg,PRPE_crop,4,train
/data/JSM/06_2/PRDA_crop/PRDA_0033.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0020.jpg,PRDA_crop,3,train
/data/JSM/06_2/PRDA_crop/PRDA_0085.jpg,PRDA_crop,3,train
