class,filename,filepath,label,fg_ratio,bg_residue,edge_cut,small_fg,bg_residue_flag
ARSE_crop,ARSE_0030.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0030.jpg,0,0.4355,0.0,False,False,False
ARSE_crop,ARSE_0031.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0031.jpg,0,0.4083,0.0001,False,False,False
ARSE_crop,ARSE_0032.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0032.jpg,0,0.3866,0.0001,False,False,False
ARSE_crop,ARSE_0033.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0033.jpg,0,0.3309,0.0001,False,False,False
ARSE_crop,ARSE_0034.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0034.jpg,0,0.3567,0.0,False,False,False
ARSE_crop,ARSE_0035.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0035.jpg,0,0.3683,0.0,False,False,False
ARSE_crop,ARSE_0036.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0036.jpg,0,0.3577,0.0001,False,False,False
ARSE_crop,ARSE_0037.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0037.jpg,0,0.3663,0.0001,False,False,False
ARSE_crop,ARSE_0038.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0038.jpg,0,0.3678,0.0,False,False,False
ARSE_crop,ARSE_0039.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0039.jpg,0,0.485,0.0,False,False,False
ARSE_crop,ARSE_0040.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0040.jpg,0,0.4108,0.0,False,False,False
ARSE_crop,ARSE_0041.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0041.jpg,0,0.3314,0.0,False,False,False
ARSE_crop,ARSE_0042.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0042.jpg,0,0.3565,0.0,False,False,False
ARSE_crop,ARSE_0043.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0043.jpg,0,0.4078,0.0,False,False,False
ARSE_crop,ARSE_0044.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0044.jpg,0,0.3593,0.0001,False,False,False
ARSE_crop,ARSE_0045.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0045.jpg,0,0.3824,0.0001,False,False,False
ARSE_crop,ARSE_0046.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0046.jpg,0,0.3385,0.0001,False,False,False
ARSE_crop,ARSE_0047.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0047.jpg,0,0.3885,0.0,False,False,False
ARSE_crop,ARSE_0048.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0048.jpg,0,0.3665,0.0001,False,False,False
ARSE_crop,ARSE_0049.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0049.jpg,0,0.3553,0.0,False,False,False
ARSE_crop,ARSE_0050.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0050.jpg,0,0.368,0.0001,False,False,False
ARSE_crop,ARSE_0051.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0051.jpg,0,0.382,0.0,False,False,False
ARSE_crop,ARSE_0052.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0052.jpg,0,0.318,0.0,False,False,False
ARSE_crop,ARSE_0053.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0053.jpg,0,0.3978,0.0,False,False,False
ARSE_crop,ARSE_0054.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0054.jpg,0,0.3569,0.0,False,False,False
ARSE_crop,ARSE_0055.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0055.jpg,0,0.4175,0.0001,False,False,False
ARSE_crop,ARSE_0056.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0056.jpg,0,0.372,0.0,False,False,False
ARSE_crop,ARSE_0057.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0057.jpg,0,0.3636,0.0001,False,False,False
ARSE_crop,ARSE_0058.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0058.jpg,0,0.3381,0.0,False,False,False
ARSE_crop,ARSE_0059.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0059.jpg,0,0.3542,0.0,False,False,False
ARSE_crop,ARSE_0060.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0060.jpg,0,0.3755,0.0001,False,False,False
ARSE_crop,ARSE_0061.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0061.jpg,0,0.3683,0.0,False,False,False
ARSE_crop,ARSE_0062.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0062.jpg,0,0.3391,0.0,False,False,False
ARSE_crop,ARSE_0063.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0063.jpg,0,0.3293,0.0,False,False,False
ARSE_crop,ARSE_0064.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0064.jpg,0,0.4061,0.0,False,False,False
ARSE_crop,ARSE_0065.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0065.jpg,0,0.3575,0.0001,False,False,False
ARSE_crop,ARSE_0066.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0066.jpg,0,0.3536,0.0,False,False,False
ARSE_crop,ARSE_0067.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0067.jpg,0,0.407,0.0001,False,False,False
ARSE_crop,ARSE_0068.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0068.jpg,0,0.3136,0.0,False,False,False
ARSE_crop,ARSE_0069.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0069.jpg,0,0.3558,0.0,False,False,False
ARSE_crop,ARSE_0070.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0070.jpg,0,0.3518,0.0,False,False,False
ARSE_crop,ARSE_0071.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0071.jpg,0,0.3451,0.0,False,False,False
ARSE_crop,ARSE_0072.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0072.jpg,0,0.3972,0.0,False,False,False
ARSE_crop,ARSE_0073.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0073.jpg,0,0.3322,0.0001,False,False,False
ARSE_crop,ARSE_0074.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0074.jpg,0,0.3766,0.0,False,False,False
ARSE_crop,ARSE_0075.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0075.jpg,0,0.3518,0.0,False,False,False
ARSE_crop,ARSE_0076.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0076.jpg,0,0.3586,0.0,False,False,False
ARSE_crop,ARSE_0077.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0077.jpg,0,0.3242,0.0001,False,False,False
ARSE_crop,ARSE_0078.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0078.jpg,0,0.3679,0.0,False,False,False
ARSE_crop,ARSE_0079.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0079.jpg,0,0.3881,0.0,False,False,False
ARSE_crop,ARSE_0080.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0080.jpg,0,0.4317,0.0,False,False,False
ARSE_crop,ARSE_0081.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0081.jpg,0,0.4399,0.0001,False,False,False
ARSE_crop,ARSE_0082.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0082.jpg,0,0.3343,0.0,False,False,False
ARSE_crop,ARSE_0083.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0083.jpg,0,0.4807,0.0001,False,False,False
ARSE_crop,ARSE_0084.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0084.jpg,0,0.3615,0.0,False,False,False
ARSE_crop,ARSE_0085.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0085.jpg,0,0.3879,0.0,False,False,False
ARSE_crop,ARSE_0086.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0086.jpg,0,0.3652,0.0001,False,False,False
ARSE_crop,ARSE_0087.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0087.jpg,0,0.4562,0.0001,False,False,False
ARSE_crop,ARSE_0088.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0088.jpg,0,0.3925,0.0,False,False,False
ARSE_crop,ARSE_0089.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0089.jpg,0,0.3606,0.0,False,False,False
ARSE_crop,ARSE_0090.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0090.jpg,0,0.329,0.0,False,False,False
ARSE_crop,ARSE_0091.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0091.jpg,0,0.3576,0.0,False,False,False
ARSE_crop,ARSE_0092.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0092.jpg,0,0.357,0.0,False,False,False
ARSE_crop,ARSE_0093.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0093.jpg,0,0.3238,0.0001,False,False,False
ARSE_crop,ARSE_0094.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0094.jpg,0,0.447,0.0,False,False,False
ARSE_crop,ARSE_0095.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0095.jpg,0,0.3536,0.0,False,False,False
ARSE_crop,ARSE_0096.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0096.jpg,0,0.373,0.0001,False,False,False
ARSE_crop,ARSE_0097.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0097.jpg,0,0.3271,0.0,False,False,False
ARSE_crop,ARSE_0098.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0098.jpg,0,0.379,0.0,False,False,False
ARSE_crop,ARSE_0099.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0099.jpg,0,0.3253,0.0,False,False,False
ARSE_crop,ARSE_0100.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0100.jpg,0,0.3942,0.0,False,False,False
ARSE_crop,ARSE_0101.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0101.jpg,0,0.3512,0.0001,False,False,False
ARSE_crop,ARSE_0102.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0102.jpg,0,0.4699,0.0001,False,False,False
ARSE_crop,ARSE_0103.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0103.jpg,0,0.3408,0.0001,False,False,False
ARSE_crop,ARSE_0104.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0104.jpg,0,0.3348,0.0,False,False,False
ARSE_crop,ARSE_0105.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0105.jpg,0,0.3589,0.0001,False,False,False
ARSE_crop,ARSE_0106.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0106.jpg,0,0.3288,0.0,False,False,False
ARSE_crop,ARSE_0107.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0107.jpg,0,0.3541,0.0,False,False,False
ARSE_crop,ARSE_0108.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0108.jpg,0,0.338,0.0,False,False,False
ARSE_crop,ARSE_0109.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0109.jpg,0,0.4876,0.0001,False,False,False
ARSE_crop,ARSE_0110.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0110.jpg,0,0.4888,0.0002,False,False,False
ARSE_crop,ARSE_0111.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0111.jpg,0,0.363,0.0001,False,False,False
ARSE_crop,ARSE_0112.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0112.jpg,0,0.3642,0.0,False,False,False
ARSE_crop,ARSE_0113.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0113.jpg,0,0.3648,0.0,False,False,False
ARSE_crop,ARSE_0114.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0114.jpg,0,0.3503,0.0,False,False,False
ARSE_crop,ARSE_0115.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0115.jpg,0,0.4546,0.0,False,False,False
ARSE_crop,ARSE_0116.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0116.jpg,0,0.3656,0.0,False,False,False
ARSE_crop,ARSE_0117.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0117.jpg,0,0.3591,0.0,False,False,False
ARSE_crop,ARSE_0118.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0118.jpg,0,0.3491,0.0,False,False,False
ARSE_crop,ARSE_0119.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0119.jpg,0,0.3695,0.0001,False,False,False
ARSE_crop,ARSE_0120.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0120.jpg,0,0.3407,0.0,False,False,False
ARSE_crop,ARSE_0121.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0121.jpg,0,0.3573,0.0,False,False,False
ARSE_crop,ARSE_0122.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0122.jpg,0,0.3574,0.0001,False,False,False
ARSE_crop,ARSE_0123.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0123.jpg,0,0.452,0.0,False,False,False
ARSE_crop,ARSE_0124.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0124.jpg,0,0.364,0.0001,False,False,False
ARSE_crop,ARSE_0125.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0125.jpg,0,0.3937,0.0001,False,False,False
ARSE_crop,ARSE_0126.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0126.jpg,0,0.3858,0.0001,False,False,False
ARSE_crop,ARSE_0127.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0127.jpg,0,0.358,0.0,False,False,False
ARSE_crop,ARSE_0128.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0128.jpg,0,0.3824,0.0,False,False,False
ARSE_crop,ARSE_0129.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0129.jpg,0,0.3975,0.0,False,False,False
ARSE_crop,ARSE_0130.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0130.jpg,0,0.3576,0.0,False,False,False
ARSE_crop,ARSE_0131.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0131.jpg,0,0.3473,0.0,False,False,False
ARSE_crop,ARSE_0132.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0132.jpg,0,0.4987,0.0,False,False,False
ARSE_crop,ARSE_0133.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0133.jpg,0,0.3282,0.0,False,False,False
ARSE_crop,ARSE_0134.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0134.jpg,0,0.3783,0.0,False,False,False
ARSE_crop,ARSE_0135.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0135.jpg,0,0.3659,0.0001,False,False,False
ARSE_crop,ARSE_0136.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0136.jpg,0,0.3645,0.0,False,False,False
ARSE_crop,ARSE_0137.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0137.jpg,0,0.3589,0.0001,False,False,False
ARSE_crop,ARSE_0138.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0138.jpg,0,0.3417,0.0,False,False,False
ARSE_crop,ARSE_0139.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0139.jpg,0,0.46,0.0,False,False,False
ARSE_crop,ARSE_0140.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0140.jpg,0,0.388,0.0,False,False,False
ARSE_crop,ARSE_0141.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0141.jpg,0,0.3169,0.0,False,False,False
ARSE_crop,ARSE_0142.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0142.jpg,0,0.3829,0.0,False,False,False
ARSE_crop,ARSE_0143.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0143.jpg,0,0.3319,0.0,False,False,False
ARSE_crop,ARSE_0144.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0144.jpg,0,0.3657,0.0,False,False,False
ARSE_crop,ARSE_0145.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0145.jpg,0,0.3305,0.0,False,False,False
ARSE_crop,ARSE_0146.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0146.jpg,0,0.4341,0.0,False,False,False
ARSE_crop,ARSE_0147.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0147.jpg,0,0.3588,0.0,False,False,False
ARSE_crop,ARSE_0148.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0148.jpg,0,0.3203,0.0,False,False,False
ARSE_crop,ARSE_0149.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0149.jpg,0,0.3582,0.0001,False,False,False
ARSE_crop,ARSE_0150.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0150.jpg,0,0.3105,0.0,False,False,False
ARSE_crop,ARSE_0151.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0151.jpg,0,0.3608,0.0,False,False,False
ARSE_crop,ARSE_0152.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0152.jpg,0,0.3455,0.0001,False,False,False
ARSE_crop,ARSE_0153.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0153.jpg,0,0.4062,0.0,False,False,False
ARSE_crop,ARSE_0154.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0154.jpg,0,0.3555,0.0,False,False,False
ARSE_crop,ARSE_0155.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0155.jpg,0,0.3496,0.0,False,False,False
ARSE_crop,ARSE_0156.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0156.jpg,0,0.3694,0.0001,False,False,False
ARSE_crop,ARSE_0157.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0157.jpg,0,0.3379,0.0001,False,False,False
ARSE_crop,ARSE_0158.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0158.jpg,0,0.3761,0.0,False,False,False
ARSE_crop,ARSE_0159.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0159.jpg,0,0.3797,0.0,False,False,False
ARSE_crop,ARSE_0160.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0160.jpg,0,0.4367,0.0,False,False,False
ARSE_crop,ARSE_0161.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0161.jpg,0,0.3375,0.0,False,False,False
ARSE_crop,ARSE_0162.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0162.jpg,0,0.3561,0.0001,False,False,False
ARSE_crop,ARSE_0163.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0163.jpg,0,0.4898,0.0,False,False,False
ARSE_crop,ARSE_0164.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0164.jpg,0,0.3373,0.0001,False,False,False
ARSE_crop,ARSE_0165.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0165.jpg,0,0.3511,0.0001,False,False,False
ARSE_crop,ARSE_0166.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0166.jpg,0,0.3512,0.0001,False,False,False
ARSE_crop,ARSE_0167.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0167.jpg,0,0.3945,0.0001,False,False,False
ARSE_crop,ARSE_0168.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0168.jpg,0,0.4114,0.0,False,False,False
ARSE_crop,ARSE_0169.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0169.jpg,0,0.3773,0.0,False,False,False
ARSE_crop,ARSE_0170.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0170.jpg,0,0.3307,0.0,False,False,False
ARSE_crop,ARSE_0171.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0171.jpg,0,0.3287,0.0,False,False,False
ARSE_crop,ARSE_0172.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0172.jpg,0,0.3043,0.0,False,False,False
ARSE_crop,ARSE_0173.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0173.jpg,0,0.4486,0.0,False,False,False
ARSE_crop,ARSE_0174.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0174.jpg,0,0.329,0.0,False,False,False
ARSE_crop,ARSE_0175.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0175.jpg,0,0.3637,0.0,False,False,False
ARSE_crop,ARSE_0176.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0176.jpg,0,0.3564,0.0,False,False,False
ARSE_crop,ARSE_0177.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0177.jpg,0,0.373,0.0,False,False,False
ARSE_crop,ARSE_0178.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0178.jpg,0,0.3676,0.0,False,False,False
ARSE_crop,ARSE_0179.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0179.jpg,0,0.364,0.0,False,False,False
ARSE_crop,ARSE_0180.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0180.jpg,0,0.3826,0.0,False,False,False
ARSE_crop,ARSE_0181.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0181.jpg,0,0.3414,0.0,False,False,False
ARSE_crop,ARSE_0182.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0182.jpg,0,0.3931,0.0,False,False,False
ARSE_crop,ARSE_0183.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0183.jpg,0,0.315,0.0,False,False,False
ARSE_crop,ARSE_0184.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0184.jpg,0,0.3535,0.0,False,False,False
ARSE_crop,ARSE_0185.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0185.jpg,0,0.3367,0.0001,False,False,False
ARSE_crop,ARSE_0186.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0186.jpg,0,0.3265,0.0001,False,False,False
ARSE_crop,ARSE_0187.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0187.jpg,0,0.3647,0.0001,False,False,False
ARSE_crop,ARSE_0188.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0188.jpg,0,0.432,0.0,False,False,False
ARSE_crop,ARSE_0189.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0189.jpg,0,0.3303,0.0,False,False,False
ARSE_crop,ARSE_0190.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0190.jpg,0,0.3661,0.0,False,False,False
ARSE_crop,ARSE_0191.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0191.jpg,0,0.3412,0.0,False,False,False
ARSE_crop,ARSE_0192.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0192.jpg,0,0.3264,0.0,False,False,False
ARSE_crop,ARSE_0193.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0193.jpg,0,0.3065,0.0001,False,False,False
ARSE_crop,ARSE_0194.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0194.jpg,0,0.3476,0.0001,False,False,False
ARSE_crop,ARSE_0195.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0195.jpg,0,0.3749,0.0,False,False,False
ARSE_crop,ARSE_0196.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0196.jpg,0,0.357,0.0,False,False,False
ARSE_crop,ARSE_0197.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0197.jpg,0,0.3807,0.0,False,False,False
ARSE_crop,ARSE_0198.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0198.jpg,0,0.3108,0.0,False,False,False
ARSE_crop,ARSE_0199.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0199.jpg,0,0.3148,0.0001,False,False,False
ARSE_crop,ARSE_0200.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0200.jpg,0,0.3268,0.0,False,False,False
ARSE_crop,ARSE_0201.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0201.jpg,0,0.3503,0.0,False,False,False
ARSE_crop,ARSE_0202.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0202.jpg,0,0.3735,0.0,False,False,False
ARSE_crop,ARSE_0203.jpg,/data/JSM/06_2/ARSE_crop/ARSE_0203.jpg,0,0.3659,0.0,False,False,False
